review,tokens,food,service,ambience,price
"This is one of the best ramen Ive tried in NY, the food is fresh, the portions are big and the service is fast. Good pricing too.","ramen,food,portions,service,pricing",1,1,0,0
"One of the better Ramen spots in NYC, this place does not disappoint! Came here a few times of the years and the quality never goes down. Their miso ramens are one of the best and you should definitely try it if youre in the area. They have a wide selection and get pretty busy during the weekends and evenings.","spots,place,times,years,quality,miso,ramens,area,selection,weekends,evenings",0,0,1,0
"Amazing food, great service, great prices.","food,service,prices",1,1,0,1
"Veggie ramen is really good! Delicious tofu inside . Veggie dumplings also really delicious but small . Green tea have a strong flavor. Service was good. Overall, good experience","tofu,veggie,dumplings,tea,flavor,service,experience",0,1,1,0
Great food and the waiters are very friendly.,"food,waiters",1,1,0,0
"If youre looking for beef broth, this is the place to go. Sherry was our very kind hostess. The food was absolutely delicious. Will be coming back for the Mei Jon Miso ramen. Might be the best ramen in NY","beef,broth,place,hostess,food,ramen,ny",1,0,1,0
"Last week was the first time we came to that restaurant. But It is definitely not the last time. We passed a splendid evening with the good service, with the superb cooking and wine and with the modest pay. We will absolutely go back there in a short time.","week,time,restaurant,evening,service,superb,cooking,wine,pay",0,1,0,0
"This place never disappoints. They have great dishes for reasonable pricing, there no long wait even when they are full.","place,disappoints,dishes,pricing",0,0,1,0
This spot is worth a try. They serve large portions for reasonable prices. Always neat and with fantastic mood. Will come back again.,"spot,try,portions,prices,mood",0,0,1,1
Best Japanese Place in the cityThe food is incredible and extremely affordable. After going a few times the staff becomes family!,"citythe,food,times,staff,family",1,1,0,0
Amazing staff and great Ramen,staff,0,1,0,0
"Had an excellent meal with a terrific waitress. The meal included my first ever poke bowl, the salmon version","meal,waitress,version",1,1,0,0
I randomly found this place and im surprised to be honest.I had sushi the salmon rolls and they are 2 best i have ever tried so far.The salmon was a good quality and real fresh. So 5 star for the sushi. Ramen ,"place,salmon,rolls,quality,star",0,0,1,0
"Would certainly recommend trying this spot. Excellent atmosphere, delightful dishes, great service. Kudos.","spot,atmosphere,dishes,service",0,1,1,0
"Excellent and fresh food, I like the character the spot has, and the cashiers were super nice. Will surely come back again.","food,character,spot,cashiers",1,0,1,0
Service was great and so was the food.,food,1,0,0,0
Excellent service and some of the best food I have ever eaten.,"service,food",1,1,0,0
"This spot obviously knows how to satisfy their customers. Always with a super friendly demeanor. The food is fairly priced, regularly fresh and neat.","spot,customers,demeanor,food",1,0,1,0
The Ramen place we usually go to is closed due to COVID-19 so after reading reviews we decided to try this place. The meat had the consistency of shoe leather. The noodles were clumped together which really made it hard to get a good slurp. Overall this is not the Ramen shop you are looking for.,"place,covid-19,reviews,meat,consistency,shoe,leather,noodles,slurp,shop",0,0,1,0
"Always such a great experience here! The staff are so kind and attentive, ready and waiting to give you excellent advice on sake. The ramen is INCREDIBLE, and I really love the happy hour food selections - diverse and incredibly inexpensive for the area.","experience,staff,advice,sake,ramen,hour,food,selections,area",1,1,1,1
Friendly and quick service. The marinated egg in the ramen was one of the best Ive had at a NYC ramen joint. Would definitely eat again!,"service,egg,ramen,joint",0,1,0,0
"Soooooo good. Every Sunday I need my ramen fix, and this is the spot. Highly recommended.","ramen,spot",0,0,1,0
"Nice Thai waiters, Delicious Ramen and japanese Foods, I like this taste. I found from tripadvisor rank 6th. I and My family like here. Reasonable price","waiters,taste,tripadvisor,rank,6th,family,price",0,1,0,1
"We had fantastic food!  Ranging from delicious karaage to mouth-watering tonkotsu ramen, we were well taken care of.  I recommend this place if youre in the area and want a good bite of Japanese food.","food,karaage,mouth,watering,tonkotsu,ramen,care,place,area,bite",1,0,1,0
Fantastic food and service. I would come here again definitely.,"food,service",1,1,0,0
"Very much love the food here. I got the washu beef ramen, I was suparrrrr yummy, the broth was on point and the beef was tender.","food,washu,beef,ramen,suparrrrr,broth,point",1,0,0,0
Relatively small place with pleasant atmosphere and very tasty kitchen. Staff was also very polite,"place,atmosphere,kitchen",0,0,1,0
"We had the Miso ramen and Donkatsu ramen. Both were delicious! Large portions, excellent service. Will come back again next time were in the neighborhood.","ramen,portions,service,time,neighborhood",0,1,0,0
"I had an amazing experience here! I cannot wait to come again. My friend was running late and the employees treated me so well! They recommended the Tokyo Mule cocktail, and it was AMAZING! I love ginger so it was perfect for me. Food is great as well! I just enjoyed every second of it.","experience,friend,employees,cocktail,ginger,food,second",1,0,1,0
"Super delicious ramen! I had the chilli chicken Ramen and my sister had the special which was a barbecue spareribs (I believe) ramen. Plenty of vegetarian options as well which is nice! Chewy fresh noodles and well-balanced spice. Cocktails were nice, though a tad pricy. The gyoza were tasty as well! Quick and friendly service.","ramen,chicken,sister,special,barbecue,spareribs,plenty,options,noodles,spice,cocktails,tad,pricy,gyoza,service",1,1,0,0
One of the best ramen places in the city! I loveee Mei Jin's quick service and portion sizes. The miso ramen is by far my favorite as well as the spicy edamame and pumpkin tempura! Places to store your belongings under the seat and clean restrooms!,"places,city,service,portion,sizes,miso,ramen,spicy,edamame,tempura,places,belongings,seat,restrooms",0,1,1,0
"Friendly service and decent range of menu options. We got the Japanese fried chicken, pork gyoza and spicy shredded pork tonkatsu ramen. The fried chicken was delicious, great portion and tender juicy meat, while the gyoza was not the ","service,range,menu,options,chicken,pork,gyoza,tonkatsu,ramen,portion,meat",0,1,0,0
"A must-know spot for all Upper East siders and everyone really. I will definitely be back. This place is so underrated. Great spot for a quick bite for couples, families, solo eaters, etc. Order the spicy pork tonkotsu ramen (if you can handle it!) ","spot,siders,place,bite,couples,families,solo,eaters,order,spicy,pork,tonkotsu,ramen",0,0,1,0
Beautiful place and excellent food! I had the chicken soy ramen and it was the best ramen I have had to date.,"place,food,chicken,soy,ramen,date",1,0,1,0
"Had an excellent meal with a terrific waitress. The meal included my first ever poke bowl, the salmon version. It wont be my last. Really enjoyed the pork toast too.","meal,waitress,version,pork,toast",1,1,0,0
"Came for lunch and had the beef ramen and chicken karaage. The ramen broth was very flavorful, with generous slices of rare beef. The servers were polite and fast! Would definitely recommend and will be coming back for more.","lunch,beef,ramen,chicken,karaage,broth,slices,servers",1,1,0,0
Wow best birthday dinner ever! Staff is so attentive and the food is absolutely amazing. Frankie couldn't have made our evening any better. I will absolutely be coming back here and often!,"birthday,dinner,staff,food,evening",1,1,0,0
"Friendly staff and great dishes all around, from pork buns to crispy fried rice, katsu curry, and ramen! Perfect neighborhood Japanese restaurant- casual and good for families too.","staff,dishes,pork,buns,rice,ramen,neighborhood,casual,families",0,1,0,0
